Normal,Gorder,RCM,Rabbit,Grappolo,Slashburn,Random,RCM Strict,DegSort,Metis,Grappolo-RCM,ND
2117,1,758,1,27,924,10898,368,3175,10,5892,
2118,2,55,1,28,1883,1092,204,4854,11,5891,
2122,1,442,176,32,4159,2181,446,1,12,5889,
8471,11170,513,175,209,4569,2291,369,3174,123,5879,
8502,3,403,185,240,4570,6756,580,4669,140,5865,
8503,1,4,177,241,4573,728,205,4855,141,5864,
11086,3,204,2,9515,5533,9806,241,8029,101,6425,
11119,1,209,230,9552,10166,4478,225,569,132,6430,
11120,7,28,233,9553,10181,9995,31,1894,134,6431,
11662,6,348,174,214,10609,13189,325,1,419,6409,
11693,4,49,3,245,11346,5769,1,5818,450,12941,
11696,3,212,428,248,11350,8673,408,6125,453,12944,
2419,2,234,186,89,14873,5664,282,9523,127,1908,
9678,1,75,1,456,16375,4037,173,2211,474,1878,
9679,5,239,3,457,16376,2109,398,7016,475,1877,
9680,11165,9,11,458,16378,2281,94,272,476,1876,
9837,6,346,2,465,5,3344,180,9939,509,1875,
139,4,687,9,3540,80,8937,892,4670,1,538,
2815,3,33,1,3922,84,2909,291,4854,87,5674,
11276,1,991,2,27,3073,5137,776,2010,260,8519,
11277,5,992,2,28,3084,3019,494,8029,261,8518,
11309,2,9,3,45,3138,9928,1,13805,293,8506,
11322,1,294,1,67,5689,6909,214,5776,306,5928,
66,1,14,1,4,8660,8584,33,4854,8,2,
5465,4,13,3,85,10547,3785,58,4855,179,14787,
5598,1,57,11545,115,12612,113,38,3175,312,14768,
5609,18,51,11541,126,12613,13156,3,1,323,14764,
5660,6,2,11539,169,12614,9887,52,2,374,13507,
5679,4,135,14,188,12615,2447,9,4670,392,13054,
5717,3,2,2,1052,12616,4799,93,1,740,11411,
5720,2,29,13,194,12633,6137,285,9524,393,13505,
400,1,216,11548,211,96,3672,179,8030,260,1,
6746,1,110,6,262,389,5241,33,1601,249,12774,
6748,2,12,4,264,390,13043,80,3176,251,12773,
6749,3,111,1,265,2110,9411,180,4972,252,12772,
6750,4,19,2,266,3223,3269,81,1,253,12771,
458,1,995,26,329,5863,8485,452,7572,115,1,
2489,4,460,11553,331,8456,7440,500,4672,94,2225,
9951,9,8,34,481,13317,4268,293,13504,423,3968,
9952,13553,996,1,483,13318,6641,523,299,424,3967,
9987,2,12,1,527,13319,4279,380,1,462,3964,
107,1,2,4,2,13320,2569,1,8030,3,1,
1890,1,391,2,154,13321,1947,152,4853,436,995,
7548,4,5,3,56,13322,9105,246,4852,97,12194,
7549,3,312,4,57,13323,12412,267,8029,98,12193,
7586,1,333,3,89,15274,1710,418,8031,135,993,
8699,5,380,3,243,112,2332,156,4854,174,6468,
9714,2,38,10,480,394,7776,185,6010,502,6452,
9715,1,356,8,481,878,9843,215,1,503,6451,
9717,1,324,1,485,1688,7158,152,1,505,6449,
2526,4689,822,7264,248,5887,2485,187,4280,125,5964,
10050,4691,513,34,403,5888,8112,459,3668,372,2524,
10057,4693,701,1,416,13157,3307,254,3177,379,2518,
10058,1,349,1,418,13272,10393,316,6053,380,2517,
10062,1,414,32,1154,13855,1965,472,5154,384,11353,
10064,3,8,45,1152,15200,7161,324,4674,386,11354,
10067,2,823,5,423,15202,4907,387,3177,389,5970,
10068,5,824,4,424,15203,7034,495,4853,390,5971,
2245,7,332,1,17,15204,1966,450,1,30,5745,
9005,1,352,8,126,292,4955,564,5301,226,5741,
9006,3,5,3,127,2912,1777,433,5432,227,5740,
9007,4,335,13,128,5978,5196,461,480,228,5739,
9015,11,9,9,136,10244,2316,448,5433,236,5738,
555,10,13,8,99,10246,1164,232,575,110,2,
2248,9,542,2,21,11400,1151,51,10215,35,4279,
9068,7,7,10,212,11405,4429,230,10216,286,4260,
9073,6,267,27,217,11408,2942,735,1977,291,4259,
1545,5,244,9,636,11606,3052,513,5434,468,4480,
1546,4,16,4,637,11607,2880,7,4953,469,264,
1547,3,110,12,638,11608,5522,193,439,470,4479,
1562,2,284,6,671,11609,10365,641,15642,485,4477,
6214,4,424,5,109,12372,3652,386,10487,22,6371,
6215,1,431,37,111,2203,12116,97,627,23,6370,
6368,2,296,9,259,2888,2127,370,8030,181,4493,
5942,1,100,1,662,5481,10291,190,2244,191,8405,
5953,2,88,8,677,10193,8302,289,13901,194,8403,
6050,3,227,1,754,11610,10429,82,5871,212,8401,
6051,4,63,3,755,11611,9000,192,4852,213,8400,
6053,5,191,2,757,11612,4508,117,3942,215,8398,
62,5209,43,1,9,11615,4492,9,8794,10,1,
1374,20,43,4,499,11616,8483,13,5814,477,15781,
1375,2,40,9,500,11617,2989,25,5302,478,15780,
5502,2,73,432,412,12443,8531,4,12827,225,15785,
275,1,69,46,18,12444,8576,71,10413,9,150,
1108,1,79,428,332,369,1008,84,1,427,15770,
4638,3,75,2,124,488,8417,130,9099,22,15783,
4639,5200,1,3,125,2319,1865,1,12277,24,15782,
4640,5207,63,1,126,3133,11261,132,4247,26,15781,
4705,23,8,5,191,4305,159,9,14254,92,15780,
4706,3,41,2,192,5098,124,78,124,93,15779,
4610,3,2,4,96,12628,1373,2,4959,64,15246,
4611,5,3,1,97,15708,6552,3,3178,65,15245,
4612,5,9,3,98,15711,246,14,3081,66,397,
4649,4,13,1,135,15712,2844,20,4852,86,3380,
5564,3,17,8,469,15733,1706,22,1977,288,3388,
5565,2,4,2174,470,15734,3516,1,8825,289,3387,
276,1,134,6,19,2088,11102,25,10007,11,2,
4690,1,19,25,176,4427,8623,85,7199,78,15897,
4691,3,135,1,177,5823,7368,155,9099,79,15896,
4692,2,62,32,178,5824,10659,88,14375,80,15895,
4694,1,29,277,180,8136,14227,11,12277,82,15893,
4707,4,5,2,193,8137,6425,89,13775,95,15885,
4744,1,141,8,218,8138,524,99,2644,117,15883,
4745,2,52,31,219,8139,3291,100,5276,118,15882,
327,1,23,1,26,8140,943,31,4676,96,7,
329,5,117,310,28,8141,1381,47,5477,98,12,
1147,6,66,309,351,8142,3568,65,2098,449,15738,
4913,3,57,279,271,15424,7802,20,1498,111,10182,
5532,1,123,270,437,2653,6607,69,2031,257,15741,
323,1,41,1,11,4427,2026,52,4851,92,40,
1375,1,15,22,202,4428,117,4,10007,480,14764,
5453,2,44,175,87,6737,2902,67,8029,178,14784,
5512,4,54,1,3930,6739,2136,126,4850,237,13146,
5513,5,2,5,102,6741,169,12,8028,238,14779,
5514,6,50,176,103,6785,4928,75,3178,239,14778,
3821,7,13,2,676,6812,4162,1,1,105,15215,
15309,5,483,5,365,6813,1290,330,748,324,16,
15310,3,243,8,367,6825,4455,234,2654,325,15260,
15312,12,354,9,371,6826,1453,318,5418,327,15258,
15367,5188,315,153,458,7640,3019,231,1978,351,13,
15368,5,5,17,459,872,286,96,1979,352,15226,
1294,4,75,167,428,1204,6381,108,8596,435,14436,
1350,3,138,169,441,1348,10237,121,1696,474,14427,
5246,1,38,4,303,2191,1967,36,3178,131,14461,
5253,1,130,2,310,3292,3921,101,8486,138,14454,
887,4,571,3,209,10379,2872,290,747,269,11119,
3623,5178,560,1,323,10380,6260,194,8487,304,11145,
14570,5193,182,2,122,10399,1954,321,11664,68,11159,
14571,2,16,1,123,11731,4818,171,1,69,11158,
14572,1,8,4,124,11743,3212,212,4850,70,11157,
15076,3,300,2,190,11747,7568,280,8028,518,3894,
15079,1,86,1,193,11793,1454,160,2,520,11152,
887,4,204,60,209,5664,7675,524,10007,247,9247,
3750,1,242,1,378,6035,10658,238,638,2445,9234,
14583,1,8,2,135,7193,6272,130,1,3,9263,
14584,2,174,13,136,7197,8718,279,7422,4,9262,
15070,1,558,59,184,7201,12493,81,10008,2926,9252,
5652,2,64,6,179,7278,4356,21,3178,381,12564,
5654,4,47,15,181,7279,5375,183,2903,383,12562,
6617,11131,3,1,19,7291,985,36,7246,16,12578,
6624,2,120,56,24,7292,10887,129,5157,22,12576,
6625,4,114,17,25,7293,7641,95,2174,24,12575,
6626,5,58,1,26,7295,9022,63,8030,26,12574,
412,1,4,5,52,7296,14025,2,10423,33,12,
1606,2,250,7,520,1964,3371,369,10424,388,12084,
1669,5187,332,1,521,1965,3648,119,3032,389,12083,
6761,5190,205,2,876,6109,6341,245,7688,6,6106,
6764,14809,10,4,882,8518,5003,1,2393,7,6103,
6769,3,337,50,80,8519,5194,298,7330,12,12107,
6839,5,100,39,366,8531,3246,136,7331,338,13301,
6841,13414,13,1,368,8805,5323,64,1,340,13299,
6852,13416,4,32,379,8806,8252,1,10009,351,13288,
6854,3,305,10,381,8807,8054,260,9531,353,13286,
6855,2,295,9,382,8808,7442,243,9530,354,13285,
6863,14807,27,25,390,9048,7550,59,2,362,13282,
1856,2,212,1,4916,9049,7189,624,160,523,5092,
7500,3,213,31,4778,2181,2929,708,10010,431,5097,
7501,2,313,5,4779,3634,4726,254,4633,432,5096,
7509,1,342,8,4787,4912,2119,390,9531,440,9663,
7510,2,524,12488,37,4920,8452,264,12000,927,11382,
7512,3,48,12489,39,5431,2814,96,12001,925,11380,
7077,4,411,73,199,12969,3197,724,7588,262,12367,
7078,13407,51,71,200,14387,4165,234,7581,263,12366,
7080,4,831,26,202,14404,7655,471,5377,265,12364,
7081,1,824,22,203,16051,198,512,478,266,12363,
7316,4,18,15,339,16052,504,217,9533,307,12348,
7317,1,469,16,340,16058,2915,614,15257,308,12347,
