0	69
0	504
0	1155
0	1156
0	1157
0	1158
0	1258
0	1288
0	1289
0	1290
0	1298
0	1302
0	1320
0	1330
0	1331
0	1335
0	1336
0	1337
0	1338
0	1339
0	1340
0	1341
0	1343
0	1344
0	1345
0	1347
0	1348
0	1349
0	1350
0	1351
0	1352
0	1353
0	1357
0	1358
0	1359
0	1360
0	1361
0	1362
0	1363
0	1364
0	1365
0	1366
0	1367
0	1368
0	1369
0	1370
0	1371
0	1372
0	1373
0	1374
0	1375
0	1376
0	1377
0	1378
0	1379
0	1380
0	1381
0	1382
0	1383
0	1384
0	1386
0	1387
0	1388
0	1389
0	1390
0	1391
0	1392
0	1393
0	1394
0	1395
0	1396
0	1397
0	1398
0	1399
0	1400
0	1401
0	1402
0	1403
0	1404
0	1405
0	1406
0	1407
0	1408
0	1409
0	1410
0	1411
0	1412
0	1413
0	1414
0	1415
0	1416
0	1417
0	1418
0	1419
0	1423
0	1424
0	1425
0	1426
0	1427
0	1428
0	1429
0	1430
0	1431
0	1432
0	1433
0	1435
0	1436
0	1437
0	1438
0	1439
0	1440
0	1441
0	1442
0	1443
0	1444
0	1445
0	1446
0	1447
0	1448
0	1449
0	1450
0	1451
0	1452
0	1453
0	1454
0	1455
0	1456
0	1457
0	1458
0	1459
0	1460
0	1461
0	1462
0	1463
0	1464
0	1465
0	1466
0	1467
0	1468
0	1469
0	1470
0	1471
0	1472
0	1473
0	1474
0	1475
0	1476
0	1477
0	1478
0	1479
0	1480
0	1481
0	1482
0	1483
0	1484
0	1485
0	1486
0	1487
0	1488
0	1489
0	1490
0	1491
0	1492
0	1493
0	1494
0	1495
0	1496
0	1497
0	1498
0	1499
0	1500
0	1501
0	1502
0	1503
0	1504
0	1505
0	1506
0	1507
0	1508
0	1509
0	1510
0	1511
0	1512
0	1513
0	1514
0	1515
0	1516
0	1517
0	1518
0	1519
0	1520
0	1521
0	1522
0	1523
0	1524
0	1525
0	1526
0	1527
0	1528
0	1529
0	1530
0	1531
0	1532
0	1533
0	1534
0	1535
0	1536
0	1537
0	1538
0	1539
0	1540
0	1541
0	1542
0	1543
0	1544
0	1545
0	1546
0	1547
0	1548
0	1549
0	1550
0	1551
0	1552
0	1553
0	1554
0	1555
0	1556
0	1557
0	1558
0	1559
0	1560
0	1561
0	1562
0	1563
0	1564
0	1565
0	1566
0	1567
0	1568
0	1569
0	1570
0	1571
0	1572
0	1573
0	1574
0	1575
0	1576
0	1577
0	1578
0	1579
0	1580
0	1581
0	1582
0	1583
0	1584
0	1585
0	1586
0	1587
0	1588
0	1589
0	1590
0	1591
0	1592
0	1593
0	1594
0	1595
0	1596
0	1597
0	1598
0	1599
0	1600
0	1601
0	1602
0	1603
0	1604
